simulation_id,timestamp,success,error,mass_variation_percent,cd_multiplier,thrust_scale,cg_offset_m
sim_000073,2025-10-30T18:05:10.351451,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,0.95,0
sim_000074,2025-10-30T18:05:10.351469,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,0.95,0.03
sim_000075,2025-10-30T18:05:10.351487,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,-0.03
sim_000076,2025-10-30T18:05:10.351504,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,0
sim_000077,2025-10-30T18:05:10.351571,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.0,0.03
sim_000078,2025-10-30T18:05:10.351595,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,-0.03
sim_000079,2025-10-30T18:05:10.351619,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,0
sim_000080,2025-10-30T18:05:10.351641,False,type object 'Rocket' has no attribute 'from_ork',-5,1.05,1.05,0.03
sim_000081,2025-10-30T18:05:10.351660,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,-0.03
sim_000082,2025-10-30T18:05:10.351679,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,0
sim_000083,2025-10-30T18:05:10.351699,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,0.95,0.03
sim_000084,2025-10-30T18:05:10.351717,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,-0.03
sim_000085,2025-10-30T18:05:10.351734,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,0
sim_000086,2025-10-30T18:05:10.351752,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.0,0.03
sim_000087,2025-10-30T18:05:10.351770,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,-0.03
sim_000088,2025-10-30T18:05:10.351787,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,0
sim_000089,2025-10-30T18:05:10.351808,False,type object 'Rocket' has no attribute 'from_ork',-5,1.1,1.05,0.03
sim_000090,2025-10-30T18:05:10.351826,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,-0.03
sim_000091,2025-10-30T18:05:10.351847,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,0
sim_000092,2025-10-30T18:05:10.351865,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,0.95,0.03
sim_000093,2025-10-30T18:05:10.351883,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,-0.03
sim_000094,2025-10-30T18:05:10.351901,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,0
sim_000095,2025-10-30T18:05:10.351919,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.0,0.03
sim_000096,2025-10-30T18:05:10.351936,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,-0.03
sim_000097,2025-10-30T18:05:10.351953,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,0
sim_000098,2025-10-30T18:05:10.351970,False,type object 'Rocket' has no attribute 'from_ork',0,0.9,1.05,0.03
sim_000099,2025-10-30T18:05:10.351991,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,-0.03
sim_000100,2025-10-30T18:05:10.352009,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,0
sim_000101,2025-10-30T18:05:10.352029,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,0.95,0.03
sim_000102,2025-10-30T18:05:10.352048,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,-0.03
sim_000103,2025-10-30T18:05:10.352066,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,0
sim_000104,2025-10-30T18:05:10.352084,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.0,0.03
sim_000105,2025-10-30T18:05:10.352108,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,-0.03
sim_000106,2025-10-30T18:05:10.352128,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,0
sim_000107,2025-10-30T18:05:10.352147,False,type object 'Rocket' has no attribute 'from_ork',0,0.95,1.05,0.03
sim_000108,2025-10-30T18:05:10.352166,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,-0.03
sim_000109,2025-10-30T18:05:10.352188,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,0
sim_000110,2025-10-30T18:05:10.352208,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,0.95,0.03
sim_000111,2025-10-30T18:05:10.352227,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,-0.03
sim_000112,2025-10-30T18:05:10.352245,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,0
sim_000113,2025-10-30T18:05:10.352262,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.0,0.03
sim_000114,2025-10-30T18:05:10.352280,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,-0.03
sim_000115,2025-10-30T18:05:10.352320,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,0
sim_000116,2025-10-30T18:05:10.352339,False,type object 'Rocket' has no attribute 'from_ork',0,1.0,1.05,0.03
sim_000117,2025-10-30T18:05:10.352378,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,-0.03
sim_000118,2025-10-30T18:05:10.352397,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,0
sim_000119,2025-10-30T18:05:10.352420,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,0.95,0.03
sim_000120,2025-10-30T18:05:10.352442,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,-0.03
sim_000121,2025-10-30T18:05:10.352462,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,0
sim_000122,2025-10-30T18:05:10.352480,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.0,0.03
sim_000123,2025-10-30T18:05:10.352497,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,-0.03
sim_000124,2025-10-30T18:05:10.352515,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,0
sim_000125,2025-10-30T18:05:10.352533,False,type object 'Rocket' has no attribute 'from_ork',0,1.05,1.05,0.03
sim_000126,2025-10-30T18:05:10.352551,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,-0.03
sim_000127,2025-10-30T18:05:10.352571,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,0
sim_000128,2025-10-30T18:05:10.352590,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,0.95,0.03
sim_000129,2025-10-30T18:05:10.352612,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,-0.03
sim_000130,2025-10-30T18:05:10.352630,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,0
sim_000131,2025-10-30T18:05:10.352648,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.0,0.03
sim_000132,2025-10-30T18:05:10.352666,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,-0.03
sim_000133,2025-10-30T18:05:10.352684,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,0
sim_000134,2025-10-30T18:05:10.352702,False,type object 'Rocket' has no attribute 'from_ork',0,1.1,1.05,0.03
sim_000135,2025-10-30T18:05:10.352719,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,-0.03
sim_000136,2025-10-30T18:05:10.352737,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,0
sim_000137,2025-10-30T18:05:10.352754,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,0.95,0.03
sim_000138,2025-10-30T18:05:10.352772,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,-0.03
sim_000139,2025-10-30T18:05:10.352793,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,0
sim_000140,2025-10-30T18:05:10.352812,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.0,0.03
sim_000141,2025-10-30T18:05:10.352829,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,-0.03
sim_000142,2025-10-30T18:05:10.352847,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,0
sim_000143,2025-10-30T18:05:10.352864,False,type object 'Rocket' has no attribute 'from_ork',5,0.9,1.05,0.03
sim_000144,2025-10-30T18:05:10.352881,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,-0.03
sim_000145,2025-10-30T18:05:10.352899,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,0
sim_000146,2025-10-30T18:05:10.352916,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,0.95,0.03
sim_000147,2025-10-30T18:05:10.352933,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,-0.03
sim_000148,2025-10-30T18:05:10.352952,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,0
sim_000149,2025-10-30T18:05:10.352973,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.0,0.03
sim_000150,2025-10-30T18:05:10.352991,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,-0.03
sim_000151,2025-10-30T18:05:10.353008,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,0
sim_000152,2025-10-30T18:05:10.353026,False,type object 'Rocket' has no attribute 'from_ork',5,0.95,1.05,0.03
sim_000153,2025-10-30T18:05:10.353045,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,-0.03
sim_000154,2025-10-30T18:05:10.353063,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,0
sim_000155,2025-10-30T18:05:10.353081,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,0.95,0.03
sim_000156,2025-10-30T18:05:10.353098,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,-0.03
sim_000157,2025-10-30T18:05:10.353115,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,0
sim_000158,2025-10-30T18:05:10.353132,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.0,0.03
sim_000159,2025-10-30T18:05:10.353151,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,-0.03
sim_000160,2025-10-30T18:05:10.353169,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,0
sim_000161,2025-10-30T18:05:10.353187,False,type object 'Rocket' has no attribute 'from_ork',5,1.0,1.05,0.03
sim_000162,2025-10-30T18:05:10.353204,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,-0.03
sim_000163,2025-10-30T18:05:10.353221,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,0
sim_000164,2025-10-30T18:05:10.353238,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,0.95,0.03
sim_000165,2025-10-30T18:05:10.353255,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,-0.03
sim_000166,2025-10-30T18:05:10.353274,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,0
sim_000167,2025-10-30T18:05:10.353297,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.0,0.03
sim_000168,2025-10-30T18:05:10.353315,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,-0.03
sim_000169,2025-10-30T18:05:10.353337,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,0
sim_000170,2025-10-30T18:05:10.353355,False,type object 'Rocket' has no attribute 'from_ork',5,1.05,1.05,0.03
sim_000171,2025-10-30T18:05:10.353373,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,-0.03
sim_000172,2025-10-30T18:05:10.353391,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,0
sim_000173,2025-10-30T18:05:10.353409,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,0.95,0.03
sim_000174,2025-10-30T18:05:10.353427,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,-0.03
sim_000175,2025-10-30T18:05:10.353444,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,0
sim_000176,2025-10-30T18:05:10.353461,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.0,0.03
sim_000177,2025-10-30T18:05:10.353478,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,-0.03
sim_000178,2025-10-30T18:05:10.353496,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,0
sim_000179,2025-10-30T18:05:10.353517,False,type object 'Rocket' has no attribute 'from_ork',5,1.1,1.05,0.03
sim_000180,2025-10-30T18:05:10.353535,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,-0.03
sim_000181,2025-10-30T18:05:10.353553,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,0
sim_000182,2025-10-30T18:05:10.353572,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,0.95,0.03
sim_000183,2025-10-30T18:05:10.353591,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,-0.03
sim_000184,2025-10-30T18:05:10.353610,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,0
sim_000185,2025-10-30T18:05:10.353629,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.0,0.03
sim_000186,2025-10-30T18:05:10.353648,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,-0.03
sim_000187,2025-10-30T18:05:10.353666,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,0
sim_000188,2025-10-30T18:05:10.353684,False,type object 'Rocket' has no attribute 'from_ork',10,0.9,1.05,0.03
sim_000189,2025-10-30T18:05:10.353705,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,-0.03
sim_000190,2025-10-30T18:05:10.353724,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,0
sim_000191,2025-10-30T18:05:10.353742,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,0.95,0.03
sim_000192,2025-10-30T18:05:10.353762,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,-0.03
sim_000193,2025-10-30T18:05:10.353780,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,0
sim_000194,2025-10-30T18:05:10.353798,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.0,0.03
sim_000195,2025-10-30T18:05:10.353815,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,-0.03
sim_000196,2025-10-30T18:05:10.353834,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,0
sim_000197,2025-10-30T18:05:10.353852,False,type object 'Rocket' has no attribute 'from_ork',10,0.95,1.05,0.03
sim_000198,2025-10-30T18:05:10.353869,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,-0.03
sim_000199,2025-10-30T18:05:10.353892,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,0
sim_000200,2025-10-30T18:05:10.353912,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,0.95,0.03
sim_000201,2025-10-30T18:05:10.353929,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,-0.03
sim_000202,2025-10-30T18:05:10.353947,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,0
sim_000203,2025-10-30T18:05:10.353966,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.0,0.03
sim_000204,2025-10-30T18:05:10.353984,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,-0.03
sim_000205,2025-10-30T18:05:10.354001,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,0
sim_000206,2025-10-30T18:05:10.354019,False,type object 'Rocket' has no attribute 'from_ork',10,1.0,1.05,0.03
sim_000207,2025-10-30T18:05:10.354036,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,0.95,-0.03
sim_000208,2025-10-30T18:05:10.354053,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,0.95,0
sim_000209,2025-10-30T18:05:10.354074,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,0.95,0.03
sim_000210,2025-10-30T18:05:10.354093,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.0,-0.03
sim_000211,2025-10-30T18:05:10.354110,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.0,0
sim_000212,2025-10-30T18:05:10.354127,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.0,0.03
sim_000213,2025-10-30T18:05:10.354146,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.05,-0.03
sim_000214,2025-10-30T18:05:10.354163,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.05,0
sim_000215,2025-10-30T18:05:10.354180,False,type object 'Rocket' has no attribute 'from_ork',10,1.05,1.05,0.03
sim_000216,2025-10-30T18:05:10.354197,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,0.95,-0.03
sim_000217,2025-10-30T18:05:10.354215,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,0.95,0
sim_000218,2025-10-30T18:05:10.354234,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,0.95,0.03
sim_000219,2025-10-30T18:05:10.354254,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.0,-0.03
sim_000220,2025-10-30T18:05:10.354272,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.0,0
sim_000221,2025-10-30T18:05:10.354293,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.0,0.03
sim_000222,2025-10-30T18:05:10.354310,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.05,-0.03
sim_000223,2025-10-30T18:05:10.354327,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.05,0
sim_000224,2025-10-30T18:05:10.354345,False,type object 'Rocket' has no attribute 'from_ork',10,1.1,1.05,0.03
sim_000225,2025-10-30T18:05:10.354362,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,0.95,-0.03
sim_000226,2025-10-30T18:05:10.354379,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,0.95,0
sim_000227,2025-10-30T18:05:10.354397,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,0.95,0.03
sim_000228,2025-10-30T18:05:10.354415,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.0,-0.03
sim_000229,2025-10-30T18:05:10.354435,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.0,0
sim_000230,2025-10-30T18:05:10.354452,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.0,0.03
sim_000231,2025-10-30T18:05:10.354470,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.05,-0.03
sim_000232,2025-10-30T18:05:10.354487,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.05,0
sim_000233,2025-10-30T18:05:10.354506,False,type object 'Rocket' has no attribute 'from_ork',15,0.9,1.05,0.03
sim_000234,2025-10-30T18:05:10.354525,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,0.95,-0.03
sim_000235,2025-10-30T18:05:10.354543,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,0.95,0
sim_000236,2025-10-30T18:05:10.354560,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,0.95,0.03
sim_000237,2025-10-30T18:05:10.354578,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.0,-0.03
sim_000238,2025-10-30T18:05:10.354598,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.0,0
sim_000239,2025-10-30T18:05:10.354618,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.0,0.03
sim_000240,2025-10-30T18:05:10.354638,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.05,-0.03
sim_000241,2025-10-30T18:05:10.354656,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.05,0
sim_000242,2025-10-30T18:05:10.354673,False,type object 'Rocket' has no attribute 'from_ork',15,0.95,1.05,0.03
sim_000243,2025-10-30T18:05:10.354690,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,-0.03
sim_000244,2025-10-30T18:05:10.354708,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,0
sim_000245,2025-10-30T18:05:10.354725,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,0.95,0.03
sim_000246,2025-10-30T18:05:10.354743,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,-0.03
sim_000247,2025-10-30T18:05:10.354760,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,0
sim_000248,2025-10-30T18:05:10.354778,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.0,0.03
sim_000249,2025-10-30T18:05:10.354798,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,-0.03
sim_000250,2025-10-30T18:05:10.354816,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,0
sim_000251,2025-10-30T18:05:10.354834,False,type object 'Rocket' has no attribute 'from_ork',15,1.0,1.05,0.03
sim_000252,2025-10-30T18:05:10.354851,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,-0.03
sim_000253,2025-10-30T18:05:10.354869,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,0
sim_000254,2025-10-30T18:05:10.354886,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,0.95,0.03
sim_000255,2025-10-30T18:05:10.354903,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,-0.03
sim_000256,2025-10-30T18:05:10.354921,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,0
sim_000257,2025-10-30T18:05:10.354962,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.0,0.03
sim_000258,2025-10-30T18:05:10.354980,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,-0.03
sim_000259,2025-10-30T18:05:10.355002,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,0
sim_000260,2025-10-30T18:05:10.355020,False,type object 'Rocket' has no attribute 'from_ork',15,1.05,1.05,0.03
sim_000261,2025-10-30T18:05:10.355039,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,-0.03
sim_000262,2025-10-30T18:05:10.355058,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,0
sim_000263,2025-10-30T18:05:10.355075,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,0.95,0.03
sim_000264,2025-10-30T18:05:10.355094,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,-0.03
sim_000265,2025-10-30T18:05:10.355111,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,0
sim_000266,2025-10-30T18:05:10.355129,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.0,0.03
sim_000267,2025-10-30T18:05:10.355147,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,-0.03
sim_000268,2025-10-30T18:05:10.355165,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,0
sim_000269,2025-10-30T18:05:10.355186,False,type object 'Rocket' has no attribute 'from_ork',15,1.1,1.05,0.03
sim_000000,2025-10-30T18:05:52.161864,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,-0.03
sim_000001,2025-10-30T18:05:52.161965,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,0
sim_000002,2025-10-30T18:05:52.162005,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,0.95,0.03
sim_000003,2025-10-30T18:05:52.162033,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,-0.03
sim_000004,2025-10-30T18:05:52.162060,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,0
sim_000005,2025-10-30T18:05:52.162083,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.0,0.03
sim_000006,2025-10-30T18:05:52.162105,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,-0.03
sim_000007,2025-10-30T18:05:52.162132,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,0
sim_000008,2025-10-30T18:05:52.162151,False,type object 'Rocket' has no attribute 'from_ork',-10,0.9,1.05,0.03
sim_000009,2025-10-30T18:05:52.162176,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,-0.03
sim_000010,2025-10-30T18:05:52.162196,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,0
sim_000011,2025-10-30T18:05:52.162217,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,0.95,0.03
sim_000012,2025-10-30T18:05:52.162236,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,-0.03
sim_000013,2025-10-30T18:05:52.162254,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,0
sim_000014,2025-10-30T18:05:52.162274,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.0,0.03
sim_000015,2025-10-30T18:05:52.162296,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,-0.03
sim_000016,2025-10-30T18:05:52.162314,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,0
sim_000017,2025-10-30T18:05:52.162334,False,type object 'Rocket' has no attribute 'from_ork',-10,0.95,1.05,0.03
sim_000018,2025-10-30T18:05:52.162354,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,-0.03
sim_000019,2025-10-30T18:05:52.162376,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,0
sim_000020,2025-10-30T18:05:52.162397,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,0.95,0.03
sim_000021,2025-10-30T18:05:52.162416,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,-0.03
sim_000022,2025-10-30T18:05:52.162435,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,0
sim_000023,2025-10-30T18:05:52.162456,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.0,0.03
sim_000024,2025-10-30T18:05:52.162475,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,-0.03
sim_000025,2025-10-30T18:05:52.162493,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,0
sim_000026,2025-10-30T18:05:52.162513,False,type object 'Rocket' has no attribute 'from_ork',-10,1.0,1.05,0.03
sim_000027,2025-10-30T18:05:52.162532,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,-0.03
sim_000028,2025-10-30T18:05:52.162551,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,0
sim_000029,2025-10-30T18:05:52.162573,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,0.95,0.03
sim_000030,2025-10-30T18:05:52.162592,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,-0.03
sim_000031,2025-10-30T18:05:52.162610,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,0
sim_000032,2025-10-30T18:05:52.162629,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.0,0.03
sim_000033,2025-10-30T18:05:52.162646,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,-0.03
sim_000034,2025-10-30T18:05:52.162665,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,0
sim_000035,2025-10-30T18:05:52.162683,False,type object 'Rocket' has no attribute 'from_ork',-10,1.05,1.05,0.03
sim_000036,2025-10-30T18:05:52.162702,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,-0.03
sim_000037,2025-10-30T18:05:52.162720,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,0
sim_000038,2025-10-30T18:05:52.162738,False,type object 'Rocket' has no attribute 'from_ork',-10,1.1,0.95,0.03
